 Вася        320           2            5                    2          0      31,00 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      10,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         20           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      11,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         25           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      12,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         35           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         45           3            5                    2          0      13,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         40           2            5                    2          0      15,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         40           2            5                    2          0      16,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         40           2            5                    2          0      16,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         40           2            5                    2          0      16,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         40           2            5                    2          0      16,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         40           2            5                    2          0      16,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         40           2            5                    2          0      16,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         40           2            5                    2          0      16,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         40           2            5                    2          0      16,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         40           2            5                    2          0      16,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         40           2            5                    2          0      16,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         40           2            5                    2          0      16,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         40           2            5                    2          0      16,00 
       Имя       Очки  Очки жизни  Размер поля       Количество мин     Минуты    Секунды 
     bodya         40           2            5                    2          0      16,00 
